dataset,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
train,0.5886365546746706,0.04729877863532006,0.014542564205603611,3.252437325811817,-0.012630706121533764
test,0.0977418918562507,0.011649552210373226,0.012813197042624921,0.9091838806208423,-0.020799183095543572
train_hmm,0.5647925692171718,0.045718666142884556,0.014534373548110806,3.1455546392522105,-0.012630706121533778
test_hmm,0.08743689147394162,0.01046517922263912,0.01278061245897709,0.8188323725666519,-0.02132940465229487
